site_id,site_name,address,zip,block,lot,su_act_rec,su_aal,su_beauty,su_chi_act,su_scl_con,su_flw_bed,su_fg_coop,su_fg_ip,su_fg_org,su_inc_gen,su_mmrl,su_trees,su_wh_ak,su_cnt_gar,su_rn_gar,mg_type,src_bgs,src_bcmg,src_pp,src_pid,src_clf,src_pid_al,src_pid_rp,src_pid_g,src_pid_f,src_ggi,point_x,point_y,record
48,,2133 w saratoga st,,160,17,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-76.651179,39.291637,"[{'lot': '17', 'lot_zeroes': '17', 'block_zeroes': '160', 'block': '160', 'site_name': nan, 'address': '2133 w saratoga st', 'src': 'pp'}]"
49,,2135 w saratoga st,,160,18,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-76.651223,39.291632,"[{'lot': '18', 'lot_zeroes': '18', 'block_zeroes': '160', 'block': '160', 'site_name': nan, 'address': '2135 w saratoga st', 'src': 'pp'}]"
50,,2137 w saratoga st,,160,19,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-76.65128,39.291635,"[{'lot': '19', 'lot_zeroes': '19', 'block_zeroes': '160', 'block': '160', 'site_name': nan, 'address': '2137 w saratoga st', 'src': 'pp'}]"
51,,2139 w saratoga st,,160,20,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-76.651324,39.29163,"[{'lot': '20', 'lot_zeroes': '20', 'block_zeroes': '160', 'block': '160', 'site_name': nan, 'address': '2139 w saratoga st', 'src': 'pp'}]"
52,,2141 w saratoga st,,160,21,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-76.651369,39.291633,"[{'lot': '21', 'lot_zeroes': '21', 'block_zeroes': '160', 'block': '160', 'site_name': nan, 'address': '2141 w saratoga st', 'src': 'pp'}]"
53,,2143 w saratoga st,,160,22,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-76.651425,39.291628,"[{'lot': '22', 'lot_zeroes': '22', 'block_zeroes': '160', 'block': '160', 'site_name': nan, 'address': '2143 w saratoga st', 'src': 'pp'}]"
54,,2145 w saratoga st,,160,23,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-76.651469,39.291631,"[{'lot': '23', 'lot_zeroes': '23', 'block_zeroes': '160', 'block': '160', 'site_name': nan, 'address': '2145 w saratoga st', 'src': 'pp'}]"
55,,233 n fulton ave,,164,6,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-76.645114,39.291754,"[{'lot': '6', 'lot_zeroes': '6', 'block_zeroes': '164', 'block': '164', 'site_name': nan, 'address': '233 n fulton ave', 'src': 'pp'}]"
56,,231 n fulton ave,,164,7,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-76.645113,39.291713,"[{'lot': '7', 'lot_zeroes': '7', 'block_zeroes': '164', 'block': '164', 'site_name': nan, 'address': '231 n fulton ave', 'src': 'pp'}]"
57,,229 n fulton ave,,164,8,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-76.645113,39.291673,"[{'lot': '8', 'lot_zeroes': '8', 'block_zeroes': '164', 'block': '164', 'site_name': nan, 'address': '229 n fulton ave', 'src': 'pp'}]"
58,,227 n fulton ave,,164,9,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-76.645081,39.291629,"[{'lot': '9', 'lot_zeroes': '9', 'block_zeroes': '164', 'block': '164', 'site_name': nan, 'address': '227 n fulton ave', 'src': 'pp'}]"
59,,219 n fulton ave,,164,13,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-76.645075,39.291435,"[{'lot': '13', 'lot_zeroes': '13', 'block_zeroes': '164', 'block': '164', 'site_name': nan, 'address': '219 n fulton ave', 'src': 'pp'}]"
60,,217 n fulton ave,,164,14,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-76.645071,39.291393,"[{'lot': '14', 'lot_zeroes': '14', 'block_zeroes': '164', 'block': '164', 'site_name': nan, 'address': '217 n fulton ave', 'src': 'pp'}]"
61,,213 n fulton ave,,164,16,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-76.645067,39.291291,"[{'lot': '16', 'lot_zeroes': '16', 'block_zeroes': '164', 'block': '164', 'site_name': nan, 'address': '213 n fulton ave', 'src': 'pp'}]"
62,,207 n fulton ave,,164,19,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-76.645056,39.291148,"[{'lot': '19', 'lot_zeroes': '19', 'block_zeroes': '164', 'block': '164', 'site_name': nan, 'address': '207 n fulton ave', 'src': 'pp'}]"
63,,202 n bruce st,,164,93,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-76.64476,39.290922,"[{'lot': '93', 'lot_zeroes': '93', 'block_zeroes': '164', 'block': '164', 'site_name': nan, 'address': '202 n bruce st', 'src': 'pp'}]"
64,,204 n bruce st,,164,94,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-76.644766,39.29095,"[{'lot': '94', 'lot_zeroes': '94', 'block_zeroes': '164', 'block': '164', 'site_name': nan, 'address': '204 n bruce st', 'src': 'pp'}]"
65,,206 n bruce st,,164,95,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-76.644772,39.290985,"[{'lot': '95', 'lot_zeroes': '95', 'block_zeroes': '164', 'block': '164', 'site_name': nan, 'address': '206 n bruce st', 'src': 'pp'}]"
66,,208 n bruce st,,164,96,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-76.644766,39.29102,"[{'lot': '96', 'lot_zeroes': '96', 'block_zeroes': '164', 'block': '164', 'site_name': nan, 'address': '208 n bruce st', 'src': 'pp'}]"
67,,210 n bruce st,,164,97,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-76.644771,39.291045,"[{'lot': '97', 'lot_zeroes': '97', 'block_zeroes': '164', 'block': '164', 'site_name': nan, 'address': '210 n bruce st', 'src': 'pp'}]"
68,,212 n bruce st,,164,98,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-76.644757,39.291111,"[{'lot': '98', 'lot_zeroes': '98', 'block_zeroes': '164', 'block': '164', 'site_name': nan, 'address': '212 n bruce st', 'src': 'pp'}]"
69,,214 n bruce st,,164,99,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-76.644766,39.291155,"[{'lot': '99', 'lot_zeroes': '99', 'block_zeroes': '164', 'block': '164', 'site_name': nan, 'address': '214 n bruce st', 'src': 'pp'}]"
70,,216 n bruce st,,164,100,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-76.644763,39.291185,"[{'lot': '100', 'lot_zeroes': '100', 'block_zeroes': '164', 'block': '164', 'site_name': nan, 'address': '216 n bruce st', 'src': 'pp'}]"
71,,218 n bruce st,,164,101,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-76.644762,39.291221,"[{'lot': '101', 'lot_zeroes': '101', 'block_zeroes': '164', 'block': '164', 'site_name': nan, 'address': '218 n bruce st', 'src': 'pp'}]"
72,,220 n bruce st,,164,102,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-76.644774,39.291257,"[{'lot': '102', 'lot_zeroes': '102', 'block_zeroes': '164', 'block': '164', 'site_name': nan, 'address': '220 n bruce st', 'src': 'pp'}]"
73,,222 n bruce st,,164,103,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-76.644774,39.291284,"[{'lot': '103', 'lot_zeroes': '103', 'block_zeroes': '164', 'block': '164', 'site_name': nan, 'address': '222 n bruce st', 'src': 'pp'}]"
74,,224 n bruce st,,164,104,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-76.644774,39.291321,"[{'lot': '104', 'lot_zeroes': '104', 'block_zeroes': '164', 'block': '164', 'site_name': nan, 'address': '224 n bruce st', 'src': 'pp'}]"
75,,226 n bruce st,,164,105,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-76.644773,39.291356,"[{'lot': '105', 'lot_zeroes': '105', 'block_zeroes': '164', 'block': '164', 'site_name': nan, 'address': '226 n bruce st', 'src': 'pp'}]"
76,,228 n bruce st,,164,106,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-76.644772,39.291383,"[{'lot': '106', 'lot_zeroes': '106', 'block_zeroes': '164', 'block': '164', 'site_name': nan, 'address': '228 n bruce st', 'src': 'pp'}]"
77,,230 n bruce st,,164,107,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-76.644783,39.291419,"[{'lot': '107', 'lot_zeroes': '107', 'block_zeroes': '164', 'block': '164', 'site_name': nan, 'address': '230 n bruce st', 'src': 'pp'}]"
78,,232 n bruce st,,164,108,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-76.644783,39.291455,"[{'lot': '108', 'lot_zeroes': '108', 'block_zeroes': '164', 'block': '164', 'site_name': nan, 'address': '232 n bruce st', 'src': 'pp'}]"
79,,234 n bruce st,,164,109,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-76.644783,39.291482,"[{'lot': '109', 'lot_zeroes': '109', 'block_zeroes': '164', 'block': '164', 'site_name': nan, 'address': '234 n bruce st', 'src': 'pp'}]"
80,,236 n bruce st,,164,110,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-76.644783,39.291517,"[{'lot': '110', 'lot_zeroes': '110', 'block_zeroes': '164', 'block': '164', 'site_name': nan, 'address': '236 n bruce st', 'src': 'pp'}]"
81,,238 n bruce st,,164,111,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-76.644782,39.291553,"[{'lot': '111', 'lot_zeroes': '111', 'block_zeroes': '164', 'block': '164', 'site_name': nan, 'address': '238 n bruce st', 'src': 'pp'}]"
82,,240 n bruce st,,164,112,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-76.644793,39.29158,"[{'lot': '112', 'lot_zeroes': '112', 'block_zeroes': '164', 'block': '164', 'site_name': nan, 'address': '240 n bruce st', 'src': 'pp'}]"
83,,242 n bruce st,,164,113,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-76.644793,39.291616,"[{'lot': '113', 'lot_zeroes': '113', 'block_zeroes': '164', 'block': '164', 'site_name': nan, 'address': '242 n bruce st', 'src': 'pp'}]"
84,,244 n bruce st,,164,114,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-76.64479,39.291648,"[{'lot': '114', 'lot_zeroes': '114', 'block_zeroes': '164', 'block': '164', 'site_name': nan, 'address': '244 n bruce st', 'src': 'pp'}]"
85,,246 n bruce st,,164,115,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-76.644808,39.291682,"[{'lot': '115', 'lot_zeroes': '115', 'block_zeroes': '164', 'block': '164', 'site_name': nan, 'address': '246 n bruce st', 'src': 'pp'}]"
86,,248 n bruce st,,164,116,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-76.644819,39.291718,"[{'lot': '116', 'lot_zeroes': '116', 'block_zeroes': '164', 'block': '164', 'site_name': nan, 'address': '248 n bruce st', 'src': 'pp'}]"
87,,250 n bruce st,,164,117,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-76.644819,39.291745,"[{'lot': '117', 'lot_zeroes': '117', 'block_zeroes': '164', 'block': '164', 'site_name': nan, 'address': '250 n bruce st', 'src': 'pp'}]"
88,,252 n bruce st,,164,118,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-76.644819,39.29178,"[{'lot': '118', 'lot_zeroes': '118', 'block_zeroes': '164', 'block': '164', 'site_name': nan, 'address': '252 n bruce st', 'src': 'pp'}]"
89,,254 n bruce st,,164,119,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-76.644819,39.291816,"[{'lot': '119', 'lot_zeroes': '119', 'block_zeroes': '164', 'block': '164', 'site_name': nan, 'address': '254 n bruce st', 'src': 'pp'}]"
91,sunflower village,216 - 224 n. carey,21223,168,24,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,beautification garden,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-76.638699,39.291657,"[{'lot': '24', 'lot_zeroes': '24', 'block_zeroes': '168', 'block': '168', 'site_name': 'sunflower village', 'address': '216 - 224 n. carey', 'src': 'bgs'}, {'lot': '27', 'lot_zeroes': '27', 'block_zeroes': '168', 'block': '168', 'site_name': 'sunflower village', 'address': '216 - 224 n. carey', 'src': 'bgs'}, {'lot': '29', 'lot_zeroes': '29', 'block_zeroes': '168', 'block': '168', 'site_name': 'sunflower village', 'address': '216 - 224 n. carey', 'src': 'bgs'}, {'lot': '26', 'lot_zeroes': '26', 'block_zeroes': '168', 'block': '168', 'site_name': 'sunflower village', 'address': '216 - 224 n. carey', 'src': 'bgs'}, {'lot': '30', 'lot_zeroes': '30', 'block_zeroes': '168', 'block': '168', 'site_name': 'sunflower village', 'address': '216 - 224 n. carey', 'src': 'bgs'}, {'lot': '28', 'lot_zeroes': '28', 'block_zeroes': '168', 'block': '168', 'site_name': 'sunflower village', 'address': '216 - 224 n. carey', 'src': 'bgs'}, {'lot': nan, 'lot_zeroes': nan, 'block_zeroes': nan, 'block': nan, 'site_name': 'sunflower village', 'address': '220 north carey street 21223 baltimore, md', 'src': 'bcmg14'}, {'lot': nan, 'lot_zeroes': nan, 'block_zeroes': nan, 'block': nan, 'site_name': 'sunflower village', 'address': '220 north carey street, baltimore, md', 'src': 'bcmg15'}]"
94,sunflower village,216 - 224 n. carey,21223,168,52,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-76.638895,39.291434,"[{'lot': '52', 'lot_zeroes': '52', 'block_zeroes': '168', 'block': '168', 'site_name': 'sunflower village', 'address': '216 - 224 n. carey', 'src': 'bgs'}]"
95,sunflower village,216 - 224 n. carey,21223,168,53,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-76.638918,39.291819,"[{'lot': '53', 'lot_zeroes': '53', 'block_zeroes': '168', 'block': '168', 'site_name': 'sunflower village', 'address': '216 - 224 n. carey', 'src': 'bgs'}]"
